startYear	YearMinMax	overviewNLP	genres1	leading_role	second_role	third_role	leading_director	production_companies_name_hash_0	directors_hash_1	Title	genres_hash_0	genres_hash_1	genres_hash_2
1991	19.115044247787544	supremely world - weary lemmy caution last seen godard 's ` ` alphaville '' france/1965 several strange encounters trying make way former east germany ` ` west ''	Drama	Eddie Constantine	Hanns Zischler	Claudia Michelsen	Jean-Luc Godard	0.0	-1.0	Allemagne 90 neuf zéro	0.0	0.0	0.0
1977	15.76991150442472	15 years monumental ` ` mostri '' great example italian sketch comedy 3 greatest italian directors ever risi monicelli scola best italian writers ever age scarpelli best italian actors ever tognazzi gassmann sordi one beautiful woman world ornella muti participate great tribute	Comedy	Ugo Tognazzi	Orietta Berti	Gianfranco Barra	Mario Monicelli	0.0	0.0	Les nouveaux monstres	0.0	0.0	0.0
2011	23.89380530973448	nasser - ali talented musician loses live wife breaks beloved violin argument searches replacement finding none sounds quite vows die eight days later story last week life see flashbacks flash forwards previous life children 's futures also see appearances nude sophia loren well angel death azarel see life realize exactly chose end profundity choice	Comedy	Mathieu Amalric	Edouard Baer	Maria de Medeiros	Vincent Paronnaud	0.0	-1.0	Poulet aux prunes	0.0	0.0	0.0
2014	24.61061946902649	upon sent live relatives countryside due illness emotionally distant adolescent girl becomes obsessed abandoned mansion infatuated girl lives girl may may real	Animation	Sara Takatsuki	Kasumi Arimura	Nanako Matsushima	Hiromasa Yonebayashi	-1.0	-1.0	Souvenirs de Marnie	0.0	0.0	0.0
1972	14.57522123893801	bernadette yen chuck go back nature french - language canadian film 's carefully leaving wedding ring affluent husband lawyer see bought farm complete run - down farmhouse live - in cranky old man soon wonderful effects sympathy outsider 's perspective neighbors perceive great improvements lives attribute changes something miraculous perhaps taking cue name hordes needy people descend farm	Comedy	Micheline Lanctôt	Donald Pilon	Reynald Bouchard	Gilles Carle	0.0	0.0	La vraie nature de Bernadette	0.0	0.0	0.0
2022	26.522123893805293	toru kamiya performs false confession love stop classmates ' bullying story begins maori hino girl class toru made false confession gives three strange conditions going ` ` talk school '' ` ` keep communication brief '' ` ` fall love '' gradually promise ` ` fall love '' falls apart toru finally hold back feelings confesses love maori however maori confesses anterograde amnesia causes lose memory day memories experiences reset every day writes day 's events diary wakes early morning review order keep memory alive toru devoted bringing many happy days possible	Drama	Shunsuke Michieda	Riko Fukumoto	Kotone Furukawa	Takahiro Miki	0.0	0.0	Konya, Sekai kara kono Koi ga Kietemo	0.0	0.0	0.0
2018	25.56637168141589	mahanati depicts life career one telugu cinema 's greatest iconic starlets first indian female super star savitri	Biography	Keerthy Suresh	Dulquer Salmaan	Samantha Ruth Prabhu	Nag Ashwin	0.0	0.0	Mahanati	0.0	0.0	0.0
1961	11.946902654867188	world war ii french commandos join forces german officer order survive african desert	Drama	Hardy Krüger	Lino Ventura	Maurice Biraud	Denys de La Patellière	0.0	0.0	Un taxi pour Tobrouk	0.0	0.0	0.0
1983	17.20353982300883	seven old college friends gather weekend reunion funeral one	Comedy	Tom Berenger	Glenn Close	Jeff Goldblum	Lawrence Kasdan	0.0	0.0	Les Copains d'abord	0.0	0.0	0.0
1940	6.929203539822954	european war beginning erupt across national borders johnny jones american crime reporter dispatched new york publisher put fresh spin drowsy dispatches emanating overseas nose good story — which promptly leads crime fascism nazi germany 's designs european conquest attempting learn seemingly noble peace effort jones walks middle assassination uncovers spy ring and — not entirely coincidentally — falls love	Action	Joel McCrea	Laraine Day	Herbert Marshall	Alfred Hitchcock	0.0	-1.0	Cet homme est un espion	0.0	1.0	0.0
2000	21.26548672566366	close - knit group gay friends share emotional roller coster life relationships death friends new beginnings jealousy fatherhood professional success various stages life 's disarray young men share humorous tragic relationships always rely	Comedy	Timothy Olyphant	Dean Cain	Zach Braff	Greg Berlanti	0.0	0.0	Le club des coeurs brisés	0.0	0.0	0.0
1991	19.115044247787544	two brothers overcome opposite perceptions life one brother sees feels bad everyone everything subsequently violent antisocial unable appreciate enjoy good things brother desperately tries point	Drama	David Morse	Viggo Mortensen	Valeria Golino	Sean Penn	-1.0	0.0	The Indian Runner	0.0	0.0	0.0
1981	16.725663716814125	peter - no - tail cat 's born without proper tail farm swedish countryside due economical difficulties farmer forced get rid peter farmer ca n't bring drown cat sneaks peter inside car family renting house close farm summer vacation family finally reach home uppsala sweden find peter decide keep without tail becomes talk town among cats especially mike teases cruelly mean mike two companions bill bull notorious nasty tricks like play cats mike currently trying court molly silk - nose rough silly approach impress since becomes interested kind gentle peter mike wo n't give easily plan 'll get revenge	Animation	Mats Åhlfeldt	Ewa Fröling	Ernst-Hugo Järegård	Jan Gissberg	0.0	-1.0	Peter le chat	0.0	0.0	0.0
1992	19.353982300884944	despite fact completely unrepentant crimes regis savoie 's son asks visit prison authorities grant permission boy come thief murderer gildor roy takes advantage moment son 's arrival steal gun take flight settles old scores gets together girlfriend heads hills pursued detective swayed efforts follow recapture	Crime	Gildor Roy	Jean-Guy Bouchard	Brigitte Paquette	Robert Morin	-1.0	0.0	Requiem pour un beau sans-coeur	0.0	0.0	0.0
1998	20.787610619468957	1941 inhabitants small jewish village central europe organize fake deportation train escape nazis flee palestine	Comedy	Lionel Abelanski	Rufus	Clément Harari	Radu Mihaileanu	0.0	1.0	Train de vie	0.0	0.0	0.0
2015	24.849557522123884	spain 2003 . accidental discovery leads clarence travel snowy mountains huesca equatorial guinea visit land father jacobo uncle kilian spent youth island fernando poo	Drama	Mario Casas	Adriana Ugarte	Macarena García	Fernando González Molina	0.0	0.0	Palmiers dans la neige	0.0	0.0	0.0
1945	8.12389380530966	composer george harvey bone wakes memory previous night bloody knife pocket worries committed crime advice dr . middleton bone agrees relax going music performance singer netta longdon riveted netta bone agrees write songs rather concerto however bone soon grows jealous netta worries controlling spells	Crime	Laird Cregar	Linda Darnell	George Sanders	John Brahm	0.0	0.0	Hangover Square	0.0	1.0	0.0
2003	21.982300884955666	recently released patient mental institution returns home sister face disturbing events stepmother ghosts haunting house- connected dark past family 's history	Drama	Lim Soo-jung	Yum Jung-ah	Kim Kap-su	Kim Jee-woon	1.0	0.0	2 Sœurs	1.0	0.0	0.0
1948	8.840707964601766	athletic adaptation alexandre dumas ' classic adventure king 's musketeers mission protect france	Action	Lana Turner	Gene Kelly	June Allyson	George Sidney	-1.0	0.0	Les Trois Mousquetaires	0.0	0.0	0.0
2022	26.522123893805293	immortalised one scintillating uplifting christmas songs ' carol bells ' adapted popular loved ukrainian folk melody came represent spirit brotherhood unity world peaceful neighbourly existence three families polish ukrainian jewish sharing large house musical evenings merriment city stanislaviv years preceding post war shattered first soviet occupation persecution polish family nazi occupation ukraine decimation jewish family sacrificing lives ukrainian family manage save neighbours ' children daughter death loss come families healing power joy promise future cancelled ` ` carol bells ' evokes everlasting	Drama	Miroslaw Haniszewski	Joanna Opozda	Andrey Isaenko	Olesya Morgunets	0.0	1.0	Shchedryk	0.0	0.0	0.0
2004	22.221238938053066	peter parker going major identity crisis burned spider - man decides shelve superhero alter ego leaves city suffering wake carnage left evil doc ock meantime parker still ca n't act feelings mary jane watson girl 's loved since childhood certain anger begins brew best friend harry osborn well ...	Action	Tobey Maguire	Kirsten Dunst	Alfred Molina	Sam Raimi	0.0	0.0	Spider-Man 2	0.0	0.0	0.0
1989	18.63716814159284	lives two struggling musicians happen brothers inevitably change team beautiful up - and - coming singer	Comedy	Jeff Bridges	Michelle Pfeiffer	Beau Bridges	Steve Kloves	0.0	0.0	Susie et les Baker Boys	0.0	0.0	0.0
1976	15.530973451327416	countess loves brother 's prussian - officer friend 1919 baltic area	Drama	Margarethe von Trotta	Matthias Habich	Rüdiger Kirschstein	Volker Schlöndorff	0.0	0.0	Le coup de grâce	0.0	0.0	0.0
1964	12.66371681415929	defrocked episcopal clergyman leads bus - load middle - aged baptist women tour mexican coast comes terms failure haunting life	Drama	Richard Burton	Ava Gardner	Deborah Kerr	John Huston	-1.0	0.0	La nuit de l'iguane	0.0	0.0	0.0
2016	25.088495575221188	1960s two maori families mahanas poatas make living shearing sheep east coast new zealand two clans bitter enemies face rivals annual sheep shearing competitions simeon 14 - year - old scion mahana clan courageous schoolboy rebels authoritarian grandfather tamihana traditional ways thinking begins unravel reasons long - standing feud two families long hierarchies established structures community disarray tamihana stubborn proud prepared acquiesce pursue new paths story adapted witi ihimaera 's novel bulibasha king gypsies	Drama	Temuera Morrison	Akuhata Keefe	Nancy Brunning	Lee Tamahori	0.0	0.0	Le Patriarche	0.0	0.0	0.0
2019	25.805309734513195	separated daughter father intellectual disability must prove innocence jailed death commander 's child	Drama	Aras Bulut Iynemli	Nisa Sofiya Aksongur	Deniz Baysal	Mehmet Ada Öztekin	0.0	0.0	Le miracle de la cellule n°7	0.0	0.0	0.0
2022	26.522123893805293	mariel veteran elite diver one last chance olympic games however terrible truth comes light mariel faces biggest personal question winning true dream ?	Drama	Karla Souza	Hernán Mendoza	Dèja Ebergenyi	Lucía Puenzo	0.0	0.0	La caída	0.0	0.0	0.0
2005	22.46017699115037	story love life among landed english gentry georgian era mr . bennet gentleman living hertfordshire overbearing wife five daughters dies house inherited distant cousin never met family 's future happiness security dependent daughters making good marriages	Drama	Keira Knightley	Matthew Macfadyen	Brenda Blethyn	Joe Wright	0.0	0.0	Orgueil et préjugés	0.0	0.0	0.0
1942	7.407079646017654	aircraft factory worker barry kane flees across united states wrongly accused starting fire killed best friend	Drama	Priscilla Lane	Robert Cummings	Otto Kruger	Alfred Hitchcock	0.0	-1.0	Cinquième colonne	0.0	1.0	0.0
2023	26.761061946902593	return getting ownership shop space mumbai prakashan tempted helping landlord 's mother mission succeed ? success mean ?	Comedy	Fahadh Faasil	Viji Venkatesh	Anjana Jayaprakash	Akhil Sathyan	0.0	0.0	Paachuvum Albhuthavilakkum	0.0	0.0	0.0
1943	7.64601769911496	world war ii captain cassidy crew submariners ordered tokyo bay secret mission gather information advance planned bombing tokyo along way crew learn face enemy lose lives	Adventure	Cary Grant	John Garfield	Alan Hale	Delmer Daves	0.0	0.0	Destination Tokyo	0.0	0.0	0.0
1940	6.929203539822954	true story doctor considered immoral search drug would cure syphillis	Biography	Edward G. Robinson	Ruth Gordon	Otto Kruger	William Dieterle	0.0	0.0	La balle magique du Docteur Ehrlich	0.0	0.0	0.0
2021	26.283185840707898	surya employee leading happy life till marked suspect high - profile murder case under - trial prisoner prove innocence court also face abuse custody advocate aadhya takes case fresh law school duo manages navigate rough waters forms tale	Crime	Allari Naresh	Varalaxmi Sarathkumar	Harish Uthaman	Vijay Kanakamedala	0.0	0.0	Naandhi	0.0	1.0	0.0
1934	5.495575221238939	caddish lawyer lee gentry going katy costello carrying affair dancer carmen brown wants end dalliance carmen distraught becomes suicidal seizing gun carmen accidentally shoots thinking 's dead concocts series increasingly outlandish alibis cover tracks guidance ghostly apparition alter ego	Crime	Claude Rains	Margo	Whitney Bourne	Lee Garmes	0.0	0.0	Crime sans passion	0.0	0.0	0.0
1999	21.026548672566356	true story 19th century belgian priest father damien volunteered go island molokai console care lepers	Biography	David Wenham	Kate Ceberano	Jan Decleir	Paul Cox	0.0	0.0	Molokai: l'histoire du père Damien	0.0	0.0	0.0
2019	25.805309734513195	1993 max 13 offered first camera 25 years stop filming bunch friends loves successes failures 90s 2010s portrait whole generation emerging objective	Comedy	Max Boublil	Alice Isaaz	Malik Zidi	Anthony Marciano	0.0	0.0	Play	0.0	0.0	0.0
1994	19.831858407079647	two finnish men agree drive estonian woman russian woman harbor	Comedy	Kati Outinen	Matti Pellonpää	Kirsi Tykkyläinen	Aki Kaurismäki	0.0	0.0	Tiens ton foulard, Tatiana	0.0	0.0	0.0
1977	15.76991150442472	touching story white gordon setter black ear became homeless master 's illness master ivan ivanovich man far young fond hunting nature took puppy live despite dog 's black ear ` ` shame nature '' breed man always took dog called bim bimka hunting country later however ivan ivanovich began problems heart disease became worse taken hospital dog could n't bear waiting person ever cared set find master thus began story homeless dog many breathtaking exciting adventures encounters many people kind evil leads unexpected heart - rending end	Drama	Vyacheslav Tikhonov	Valentina Vladimirova	Mikhail Dadyko	Stanislav Rostotskiy	0.0	0.0	Bim chien blanc à l'oreille noire	0.0	0.0	0.0
